"name","n","a1","a2","r","ratio"
"棘",9,6.2482787221397,5.96606785664774,14.098839879317,0.152542372881356
"黍",10,5.93116127160785,5.61759364328344,15.6623283132781,0.169491525423729
"桑",11,5.58268705824356,5.23776266708671,17.224854256501,0.186440677966102
"燕",12,5.20285608204683,4.82657492805754,18.7863216877097,0.203389830508475
"牛",9,4.79166834301765,4.50945747752569,14.098839879317,0.152542372881356
"羊",8,4.4745508924858,4.22369678982628,12.5344850350411,0.135593220338983
