"name","n","a1","a2","r","ratio"
"马",5,6.10516172347617,5.61148287791205,24.6213239381286,0.357142857142857
"鱼",6,5.43345929420863,4.8410446795317,29.5125624984915,0.428571428571429
"鱮",3,4.66302109582828,4.36681378848981,14.7968332108297,0.214285714285714
