"name","n0","a1","a2","r","ratio","n"
"瓜",NA,6.2482787221397,6.03062589777335,10.8772717980273,0.117647058823529,8
"菽",NA,5.99571931273346,5.75085988532132,12.2353265396097,0.132352941176471,9
"稷",NA,5.71595330028143,5.36226746068611,17.6612573087667,0.191176470588235,13
"马",NA,5.32736087564622,4.75602221168455,28.4698963711129,0.308823529411765,21
"牛",NA,4.72111562664466,4.47625619923252,12.2353265396097,0.132352941176471,9
"羊",NA,4.44134961419263,4.22369678982628,10.8772717980273,0.117647058823529,8
