"r","op","fill","a1","a2","height","r2","r1"
0.333333333333333,0.7,"#638083",0,1.37299234490221,11.1111111111111,100,88.8888888888889
0.5,0.7,"#93A49E",1.40789892994209,3.4673874472954,16.6666666666667,100,83.3333333333333
0.166666666666667,0.7,"#ECE3C1",3.50229403233529,4.18879020478639,5.55555555555556,100,94.4444444444444
1,1,"#A8B0AF",0,1.37299234490221,11.1111111111111,88.8888888888889,77.7777777777778
0.666666666666667,1,"#A8B0AF",1.40789892994209,2.7808912748443,11.1111111111111,83.3333333333333,72.2222222222222
0.333333333333333,0.7,"#A8B0AF",2.7808912748443,3.4673874472954,5.55555555555556,83.3333333333333,77.7777777777778
1,0.7,"#A8B0AF",3.50229403233529,4.18879020478639,5.55555555555556,94.4444444444444,88.8888888888889
1,1,"#B2B3B7",0,1.37299234490221,11.1111111111111,77.7777777777778,66.6666666666667
1,1,"#B2B3B7",1.40789892994209,2.7808912748443,11.1111111111111,72.2222222222222,61.1111111111111
1,0.7,"#B2B3B7",2.7808912748443,3.4673874472954,5.55555555555556,77.7777777777778,72.2222222222222
1,0.7,"#B2B3B7",3.50229403233529,4.18879020478639,5.55555555555556,88.8888888888889,83.3333333333333
1,0.7,"#C69480",0,1.37299234490221,11.1111111111111,66.6666666666667,55.5555555555555
1,0.7,"#C69480",1.40789892994209,2.7808912748443,11.1111111111111,61.1111111111111,50
1,0.7,"#C69480",2.7808912748443,3.4673874472954,5.55555555555556,72.2222222222222,66.6666666666667
1,0.7,"#C69480",3.50229403233529,4.18879020478639,5.55555555555556,83.3333333333333,77.7777777777778
