"name","n","a1","a2","r","ratio"
"稷",2.5,6.2482787221397,6.06690136850107,9.06576023796159,0.0980392156862745
"棘",2.5,6.03199478346119,5.85061742982256,9.06576023796159,0.0980392156862745
"黍",3.5,5.81571084478268,5.5617825496886,12.6878887699555,0.137254901960784
"马",8,5.52687596464871,4.94646843300511,28.9186485404942,0.313725490196078
"鹿",5,4.91156184796522,4.54880714068797,18.1128834781087,0.196078431372549
"牛",4,4.51390055564808,4.22369678982628,14.4974622417309,0.156862745098039
