"r","op","fill","a1","a2","height","r2","r1"
0.666666666666667,0.723076923076923,"#B2B3B7",0.283616003449079,0.366519142918809,1.17647058823529,92.3529411764706,91.1764705882353
1,0.746153846153846,"#B2B3B7",0.366519142918809,0.490873852123405,1.76470588235294,92.3529411764706,90.5882352941177
1,0.746153846153846,"#B2B3B7",0.490873852123405,0.615228561328001,1.76470588235294,92.3529411764706,90.5882352941177
1,0.815384615384615,"#B2B3B7",0.940296134511945,1.18900555292114,3.52941176470588,86.4705882352941,82.9411764705882
0.333333333333333,0.7,"#B2B3B7",0.650135146367888,0.691586716102753,0.588235294117647,88.2352941176471,87.6470588235294
0.666666666666667,0.723076923076923,"#B2B3B7",0.691586716102753,0.774489855572484,1.17647058823529,88.2352941176471,87.0588235294118
0.25,0.7,"#B2B3B7",0.774489855572484,0.815941425307349,0.588235294117647,87.6470588235294,87.0588235294118
0.75,0.746153846153846,"#B2B3B7",0.815941425307349,0.940296134511945,1.76470588235294,87.6470588235294,85.8823529411765
0.333333333333333,0.7,"#B2B3B7",1.18900555292114,1.230457122656,0.588235294117647,88.2352941176471,87.6470588235294
0.333333333333333,0.7,"#B2B3B7",1.230457122656,1.27190869239087,0.588235294117647,88.2352941176471,87.6470588235294
0.333333333333333,0.7,"#B2B3B7",1.27190869239087,1.31336026212573,0.588235294117647,88.2352941176471,87.6470588235294
1,0.7,"#B2B3B7",1.31336026212573,1.3548118318606,0.588235294117647,89.4117647058823,88.8235294117647
0.666666666666667,0.723076923076923,"#B2B3B7",2.9234264970905,3.00632963656023,1.17647058823529,72.9411764705882,71.7647058823529
0.333333333333333,0.7,"#B2B3B7",3.00632963656023,3.0477812062951,0.588235294117647,72.9411764705882,72.3529411764706
1,0.723076923076923,"#B2B3B7",1.43116998663535,1.51407312610508,1.17647058823529,73.5294117647059,72.3529411764706
1,0.7,"#B2B3B7",1.38971841690049,1.43116998663535,0.588235294117647,74.1176470588235,73.5294117647059
1,0.7,"#B2B3B7",3.13068434576483,3.17213591549969,0.588235294117647,74.1176470588235,73.5294117647059
0.875,0.838461538461538,"#B2B3B7",1.63842783530968,1.92858882345373,4.11764705882353,70,65.8823529411765
0.125,0.7,"#B2B3B7",1.92858882345373,1.9700403931886,0.588235294117647,70,69.4117647058823
0.666666666666667,0.723076923076923,"#B2B3B7",1.51407312610508,1.59697626557481,1.17647058823529,72.9411764705882,71.7647058823529
0.333333333333333,0.7,"#B2B3B7",1.59697626557481,1.63842783530968,0.588235294117647,72.9411764705882,72.3529411764706
0.347826086956522,0.861538461538461,"#B2B3B7",1.9700403931886,2.30165295106752,4.70588235294118,61.1764705882353,56.4705882352941
0.608695652173913,1,"#B2B3B7",2.30165295106752,2.88197492735564,8.23529411764706,61.1764705882353,52.9411764705882
0.0434782608695652,0.7,"#B2B3B7",2.88197492735564,2.9234264970905,0.588235294117647,61.1764705882353,60.5882352941176
0.5,0.7,"#B2B3B7",3.0477812062951,3.08923277602996,0.588235294117647,73.5294117647059,72.9411764705882
0.5,0.7,"#B2B3B7",3.08923277602996,3.13068434576483,0.588235294117647,73.5294117647059,72.9411764705882
1,0.7,"#B2B3B7",3.82881604656256,3.87026761629743,0.588235294117647,90,89.4117647058823
0.25,0.7,"#B2B3B7",3.28994564000931,3.33139720974418,0.588235294117647,88.2352941176471,87.6470588235294
0.5,0.723076923076923,"#B2B3B7",3.33139720974418,3.41430034921391,1.17647058823529,88.2352941176471,87.0588235294118
0.25,0.7,"#B2B3B7",3.41430034921391,3.45575191894877,0.588235294117647,88.2352941176471,87.6470588235294
0.5,0.7,"#B2B3B7",3.20704250053958,3.24849407027445,0.588235294117647,89.4117647058824,88.8235294117647
0.5,0.7,"#B2B3B7",3.24849407027445,3.28994564000931,0.588235294117647,89.4117647058824,88.8235294117647
0.4,0.723076923076923,"#B2B3B7",3.45575191894877,3.5386550584185,1.17647058823529,87.6470588235294,86.4705882352941
0.4,0.723076923076923,"#B2B3B7",3.5386550584185,3.62155819788823,1.17647058823529,87.6470588235294,86.4705882352941
0.2,0.7,"#B2B3B7",3.62155819788823,3.6630097676231,0.588235294117647,87.6470588235294,87.0588235294118
0.75,0.746153846153846,"#B2B3B7",3.6630097676231,3.78736447682769,1.76470588235294,88.2352941176471,86.4705882352941
0.25,0.7,"#B2B3B7",3.78736447682769,3.82881604656256,0.588235294117647,88.2352941176471,87.6470588235294
1,0.746153846153846,"#B2B3B7",3.90517420133731,4.02952891054191,1.76470588235294,95.8823529411765,94.1176470588235
1,0.7,"#B2B3B7",4.02952891054191,4.07098048027677,0.588235294117647,97.0588235294118,96.4705882352941
1,0.7,"#B2B3B7",4.14733863505153,4.18879020478639,0.588235294117647,98.2352941176471,97.6470588235294
1,0.7,"#B2B3B7",4.10588706531666,4.14733863505153,0.588235294117647,98.2352941176471,97.6470588235294
1,0.8,"#73747E",0,0.0414515697348653,0.588235294117647,94.7058823529412,94.1176470588235
1,0.8,"#73747E",0.0414515697348653,0.124354709204596,1.17647058823529,94.1176470588235,92.9411764705882
1,0.8,"#73747E",0.124354709204596,0.165806278939461,0.588235294117647,94.7058823529412,94.1176470588235
1,0.8,"#C69480",0.200712863979348,0.242164433714213,0.588235294117647,92.9411764705882,92.3529411764706
