"r","op","fill","a1","a2","height","r2","r1"
0.142857142857143,0.8,"#3D646E",0,0.583438635666676,7.03703703703704,100,92.962962962963
0.285714285714286,0.8,"#ECE3C1",0.618345220706563,1.78522249203991,14.0740740740741,100,85.9259259259259
0.428571428571429,0.8,"#93A49E",1.8201290770798,3.57044498407983,21.1111111111111,100,78.8888888888889
0.142857142857143,0.8,"#DAA36C",3.60535156911972,4.18879020478639,7.03703703703704,100,92.962962962963
1,0.85,"#A8B0AF",0,0.583438635666676,7.03703703703704,92.962962962963,85.9259259259259
0.5,0.85,"#A8B0AF",0.618345220706563,1.20178385637324,7.03703703703704,85.9259259259259,78.8888888888889
0.5,0.85,"#A8B0AF",1.20178385637324,1.78522249203991,7.03703703703704,85.9259259259259,78.8888888888889
0.333333333333333,0.85,"#A8B0AF",1.8201290770798,2.40356771274648,7.03703703703704,78.8888888888889,71.8518518518518
0.333333333333333,0.85,"#A8B0AF",2.40356771274648,2.98700634841315,7.03703703703704,78.8888888888889,71.8518518518518
0.333333333333333,0.85,"#A8B0AF",2.98700634841315,3.57044498407983,7.03703703703704,78.8888888888889,71.8518518518518
1,0.85,"#A8B0AF",3.60535156911972,4.18879020478639,7.03703703703704,92.962962962963,85.9259259259259
1,0.85,"#B2B3B7",0,0.583438635666676,7.03703703703704,85.9259259259259,78.8888888888889
1,0.85,"#B2B3B7",0.618345220706563,1.20178385637324,7.03703703703704,78.8888888888889,71.8518518518518
1,0.85,"#B2B3B7",1.20178385637324,1.78522249203991,7.03703703703704,78.8888888888889,71.8518518518518
1,0.85,"#B2B3B7",1.8201290770798,2.40356771274648,7.03703703703704,71.8518518518518,64.8148148148148
1,0.85,"#B2B3B7",2.40356771274648,2.98700634841315,7.03703703703704,71.8518518518518,64.8148148148148
1,0.85,"#B2B3B7",2.98700634841315,3.57044498407983,7.03703703703704,71.8518518518518,64.8148148148148
1,0.85,"#B2B3B7",3.60535156911972,4.18879020478639,7.03703703703704,85.9259259259259,78.8888888888889
1,0.8,"#73747E",0,0.583438635666676,7.03703703703704,78.8888888888889,71.8518518518518
1,0.8,"#73747E",0.618345220706563,1.20178385637324,7.03703703703704,71.8518518518518,64.8148148148148
1,0.8,"#C69480",1.20178385637324,1.78522249203991,7.03703703703704,71.8518518518518,64.8148148148148
1,0.8,"#73747E",1.8201290770798,2.40356771274648,7.03703703703704,64.8148148148148,57.7777777777778
1,0.8,"#C69480",2.40356771274648,2.98700634841315,7.03703703703704,64.8148148148148,57.7777777777778
1,0.8,"#73747E",2.98700634841315,3.57044498407983,7.03703703703704,64.8148148148148,57.7777777777778
1,0.8,"#C69480",3.60535156911972,4.18879020478639,7.03703703703704,78.8888888888889,71.8518518518518
